
Devices
1000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
20,3,0,0,0,0,0,0,202,300,0
21,0,0,0,0,0,0,0,202,300,0
21,1,0,0,0,0,0,0,202,300,0
21,2,0,0,0,0,0,0,202,300,0
21,3,0,0,0,0,0,0,202,300,0
22,0,0,0,0,0,0,0,202,300,0
22,1,0,0,0,0,0,0,202,300,0
22,2,0,0,0,0,0,0,202,300,0
22,3,0,0,0,0,0,0,202,300,0
23,0,0,0,0,0,0,0,202,300,0
23,1,0,0,0,0,0,0,202,300,0
23,2,0,0,0,0,0,0,202,300,0
23,3,0,0,0,0,0,0,202,300,0
24,0,0,0,0,0,0,0,202,300,0
24,1,0,0,0,0,0,0,202,300,0
24,2,0,0,0,0,0,0,202,300,0
24,3,0,0,0,0,0,0,202,300,0
25,0,0,0,0,0,0,0,202,300,0
25,1,0,0,0,0,0,0,202,300,0
25,2,0,0,0,0,0,0,202,300,0
25,3,0,0,0,0,0,0,202,300,0
26,0,0,0,0,0,0,0,202,300,0
26,1,0,0,0,0,0,0,202,300,0
26,2,0,0,0,0,0,0,202,300,0
26,3,0,0,0,0,0,0,202,300,0
27,0,0,0,0,0,0,0,202,300,0
27,1,0,0,0,0,0,0,202,300,0
27,2,0,0,0,0,0,0,202,300,0
27,3,0,0,0,0,0,0,202,300,0
28,0,0,0,0,0,0,0,202,300,0
28,1,0,0,0,0,0,0,202,300,0
28,2,0,0,0,0,0,0,202,300,0
28,3,0,0,0,0,0,0,202,300,0
29,0,0,0,0,0,0,0,202,300,0
29,1,0,0,0,0,0,0,202,300,0
29,2,0,0,0,0,0,0,202,300,0
29,3,0,0,0,0,0,0,202,300,0
30,0,0,0,0,0,0,0,202,300,0
30,1,0,0,0,0,0,0,202,300,0
30,2,0,0,0,0,0,0,202,300,0
30,3,0,0,0,0,0,0,202,300,0
31,0,0,0,0,0,0,0,202,300,0
31,1,0,0,0,0,0,0,202,300,0
31,2,0,0,0,0,0,0,202,300,0
31,3,0,0,0,0,0,0,202,300,0
32,0,0,0,0,0,0,0,202,300,0
32,1,0,0,0,0,0,0,202,300,0
32,2,0,0,0,0,0,0,202,300,0
32,3,0,0,0,0,0,0,202,300,0
33,0,0,0,0,0,0,0,202,300,0
33,1,0,0,0,0,0,0,202,300,0
33,2,0,0,0,0,0,0,202,300,0
33,3,0,0,0,0,0,0,202,300,0
34,0,0,0,0,0,0,0,202,300,0
34,1,0,0,0,0,0,0,202,300,0
34,2,0,0,0,0,0,0,202,300,0
34,3,0,0,0,0,0,0,202,300,0
35,0,0,0,0,0,0,0,202,300,0
35,1,0,0,0,0,0,0,202,300,0
35,2,0,0,0,0,0,0,202,300,0
35,3,0,0,0,0,0,0,202,300,0
36,0,0,0,0,0,0,0,202,300,0
36,1,0,0,0,0,0,0,202,300,0
36,2,0,0,0,0,0,0,202,300,0
36,3,0,0,0,0,0,0,202,300,0
37,0,0,0,0,0,0,0,202,300,0
37,1,0,0,0,0,0,0,202,300,0
37,2,0,0,0,0,0,0,202,300,0
37,3,0,0,0,0,0,0,202,300,0
38,0,0,0,0,0,0,0,202,300,0
38,1,0,0,0,0,0,0,202,300,0
38,2,0,0,0,0,0,0,202,300,0
38,3,0,0,0,0,0,0,202,300,0
39,0,0,0,0,0,0,0,202,300,0
39,1,0,0,0,0,0,0,202,300,0
39,2,0,0,0,0,0,0,202,300,0
39,3,0,0,0,0,0,0,202,300,0
40,0,0,0,0,0,0,0,202,300,0
40,1,0,0,0,0,0,0,202,300,0
40,2,0,0,0,0,0,0,202,300,0
40,3,0,0,0,0,0,0,202,300,0
41,0,0,0,0,0,0,0,202,300,0
41,1,0,0,0,0,0,0,202,300,0
41,2,0,0,0,0,0,0,202,300,0
41,3,0,0,0,0,0,0,202,300,0
42,0,0,0,0,0,0,0,202,300,0
42,1,0,0,0,0,0,0,202,300,0
42,2,0,0,0,0,0,0,202,300,0
42,3,0,0,0,0,0,0,202,300,0
43,0,0,0,0,0,0,0,202,300,0
43,1,0,0,0,0,0,0,202,300,0
43,2,0,0,0,0,0,0,202,300,0
43,3,0,0,0,0,0,0,202,300,0
44,0,0,0,0,0,0,0,202,300,0
44,1,0,0,0,0,0,0,202,300,0
44,2,0,0,0,0,0,0,202,300,0
44,3,0,0,0,0,0,0,202,300,0
45,0,0,0,0,0,0,0,202,300,0
45,1,0,0,0,0,0,0,202,300,0
45,2,0,0,0,0,0,0,202,300,0
45,3,0,0,0,0,0,0,202,300,0
46,0,0,0,0,0,0,0,202,300,0
46,1,0,0,0,0,0,0,202,300,0
46,2,0,0,0,0,0,0,202,300,0
46,3,0,0,0,0,0,0,202,300,0
47,0,0,0,0,0,0,0,202,300,0
47,1,0,0,0,0,0,0,202,300,0
47,2,0,0,0,0,0,0,202,300,0
47,3,0,0,0,0,0,0,202,300,0
48,0,0,0,0,0,0,0,202,300,0
48,1,0,0,0,0,0,0,202,300,0
48,2,0,0,0,0,0,0,202,300,0
48,3,0,0,0,0,0,0,202,300,0
49,0,0,0,0,0,0,0,202,300,0
49,1,0,0,0,0,0,0,202,300,0
49,2,0,0,0,0,0,0,202,300,0
49,3,0,0,0,0,0,0,202,300,0
50,0,0,0,0,0,0,0,202,300,0
50,1,0,0,0,0,0,0,202,300,0
50,2,0,0,0,0,0,0,202,300,0
50,3,0,0,0,0,0,0,202,300,0
51,0,0,0,0,0,0,0,202,300,0
51,1,0,0,0,0,0,0,202,300,0
51,2,0,0,0,0,0,0,202,300,0
51,3,0,0,0,0,0,0,202,300,0
52,0,0,0,0,0,0,0,202,300,0
52,1,0,0,0,0,0,0,202,300,0
52,2,0,0,0,0,0,0,202,300,0
52,3,0,0,0,0,0,0,202,300,0
53,0,0,0,0,0,0,0,202,300,0
53,1,0,0,0,0,0,0,202,300,0
53,2,0,0,0,0,0,0,202,300,0
53,3,0,0,0,0,0,0,202,300,0
54,0,0,0,0,0,0,0,202,300,0
54,1,0,0,0,0,0,0,202,300,0
54,2,0,0,0,0,0,0,202,300,0
54,3,0,0,0,0,0,0,202,300,0
55,0,0,0,0,0,0,0,202,300,0
55,1,0,0,0,0,0,0,202,300,0
55,2,0,0,0,0,0,0,202,300,0
55,3,0,0,0,0,0,0,202,300,0
56,0,0,0,0,0,0,0,202,300,0
56,1,0,0,0,0,0,0,202,300,0
56,2,0,0,0,0,0,0,202,300,0
56,3,0,0,0,0,0,0,202,300,0
57,0,0,0,0,0,0,0,202,300,0
57,1,0,0,0,0,0,0,202,300,0
57,2,0,0,0,0,0,0,202,300,0
57,3,0,0,0,0,0,0,202,300,0
58,0,0,0,0,0,0,0,202,300,0
58,1,0,0,0,0,0,0,202,300,0
58,2,0,0,0,0,0,0,202,300,0
58,3,0,0,0,0,0,0,202,300,0
59,0,0,0,0,0,0,0,202,300,0
59,1,0,0,0,0,0,0,202,300,0
59,2,0,0,0,0,0,0,202,300,0
59,3,0,0,0,0,0,0,202,300,0
60,0,0,0,0,0,0,0,202,300,0
60,1,0,0,0,0,0,0,202,300,0
60,2,0,0,0,0,0,0,202,300,0
60,3,0,0,0,0,0,0,202,300,0
61,0,0,0,0,0,0,0,202,300,0
61,1,0,0,0,0,0,0,202,300,0
61,2,0,0,0,0,0,0,202,300,0
61,3,0,0,0,0,0,0,202,300,0
62,0,0,0,0,0,0,0,202,300,0
62,1,0,0,0,0,0,0,202,300,0
62,2,0,0,0,0,0,0,202,300,0
62,3,0,0,0,0,0,0,202,300,0
63,0,0,0,0,0,0,0,202,300,0
63,1,0,0,0,0,0,0,202,300,0
63,2,0,0,0,0,0,0,202,300,0
63,3,0,0,0,0,0,0,202,300,0
64,0,0,0,0,0,0,0,202,300,0
64,1,0,0,0,0,0,0,202,300,0
64,2,0,0,0,0,0,0,202,300,0
64,3,0,0,0,0,0,0,202,300,0
65,0,0,0,0,0,0,0,202,300,0
65,1,0,0,0,0,0,0,202,300,0
65,2,0,0,0,0,0,0,202,300,0
65,3,0,0,0,0,0,0,202,300,0
66,0,0,0,0,0,0,0,202,300,0
66,1,0,0,0,0,0,0,202,300,0
66,2,0,0,0,0,0,0,202,300,0
66,3,0,0,0,0,0,0,202,300,0
67,0,0,0,0,0,0,0,202,300,0
67,1,0,0,0,0,0,0,202,300,0
67,2,0,0,0,0,0,0,202,300,0
67,3,0,0,0,0,0,0,202,300,0
68,0,0,0,0,0,0,0,202,300,0
68,1,0,0,0,0,0,0,202,300,0
68,2,0,0,0,0,0,0,202,300,0
68,3,0,0,0,0,0,0,202,300,0
69,0,0,0,0,0,0,0,202,300,0
69,1,0,0,0,0,0,0,202,300,0
69,2,0,0,0,0,0,0,202,300,0
69,3,0,0,0,0,0,0,202,300,0
70,0,0,0,0,0,0,0,202,300,0
70,1,0,0,0,0,0,0,202,300,0
70,2,0,0,0,0,0,0,202,300,0
70,3,0,0,0,0,0,0,202,300,0
71,0,0,0,0,0,0,0,202,300,0
71,1,0,0,0,0,0,0,202,300,0
71,2,0,0,0,0,0,0,202,300,0
71,3,0,0,0,0,0,0,202,300,0
72,0,0,0,0,0,0,0,202,300,0
72,1,0,0,0,0,0,0,202,300,0
72,2,0,0,0,0,0,0,202,300,0
72,3,0,0,0,0,0,0,202,300,0
73,0,0,0,0,0,0,0,202,300,0
73,1,0,0,0,0,0,0,202,300,0
73,2,0,0,0,0,0,0,202,300,0
73,3,0,0,0,0,0,0,202,300,0
74,0,0,0,0,0,0,0,202,300,0
74,1,0,0,0,0,0,0,202,300,0
74,2,0,0,0,0,0,0,202,300,0
74,3,0,0,0,0,0,0,202,300,0
75,0,0,0,0,0,0,0,202,300,0
75,1,0,0,0,0,0,0,202,300,0
75,2,0,0,0,0,0,0,202,300,0
75,3,0,0,0,0,0,0,202,300,0
76,0,0,0,0,0,0,0,202,300,0
76,1,0,0,0,0,0,0,202,300,0
76,2,0,0,0,0,0,0,202,300,0
76,3,0,0,0,0,0,0,202,300,0
77,0,0,0,0,0,0,0,202,300,0
77,1,0,0,0,0,0,0,202,300,0
77,2,0,0,0,0,0,0,202,300,0
77,3,0,0,0,0,0,0,202,300,0
78,0,0,0,0,0,0,0,202,300,0
78,1,0,0,0,0,0,0,202,300,0
78,2,0,0,0,0,0,0,202,300,0
78,3,0,0,0,0,0,0,202,300,0
79,0,0,0,0,0,0,0,202,300,0
79,1,0,0,0,0,0,0,202,300,0
79,2,0,0,0,0,0,0,202,300,0
79,3,0,0,0,0,0,0,202,300,0
80,0,0,0,0,0,0,0,202,300,0
80,1,0,0,0,0,0,0,202,300,0
80,2,0,0,0,0,0,0,202,300,0
80,3,0,0,0,0,0,0,202,300,0
81,0,0,0,0,0,0,0,202,300,0
81,1,0,0,0,0,0,0,202,300,0
81,2,0,0,0,0,0,0,202,300,0
81,3,0,0,0,0,0,0,202,300,0
82,0,0,0,0,0,0,0,202,300,0
82,1,0,0,0,0,0,0,202,300,0
82,2,0,0,0,0,0,0,202,300,0
82,3,0,0,0,0,0,0,202,300,0
83,0,0,0,0,0,0,0,202,300,0
83,1,0,0,0,0,0,0,202,300,0
83,2,0,0,0,0,0,0,202,300,0
83,3,0,0,0,0,0,0,202,300,0
84,0,0,0,0,0,0,0,202,300,0
84,1,0,0,0,0,0,0,202,300,0
84,2,0,0,0,0,0,0,202,300,0
84,3,0,0,0,0,0,0,202,300,0
85,0,0,0,0,0,0,0,202,300,0
85,1,0,0,0,0,0,0,202,300,0
85,2,0,0,0,0,0,0,202,300,0
85,3,0,0,0,0,0,0,202,300,0
86,0,0,0,0,0,0,0,202,300,0
86,1,0,0,0,0,0,0,202,300,0
86,2,0,0,0,0,0,0,202,300,0
86,3,0,0,0,0,0,0,202,300,0
87,0,0,0,0,0,0,0,202,300,0
87,1,0,0,0,0,0,0,202,300,0
87,2,0,0,0,0,0,0,202,300,0
87,3,0,0,0,0,0,0,202,300,0
88,0,0,0,0,0,0,0,202,300,0
88,1,0,0,0,0,0,0,202,300,0
88,2,0,0,0,0,0,0,202,300,0
88,3,0,0,0,0,0,0,202,300,0
89,0,0,0,0,0,0,0,202,300,0
89,1,0,0,0,0,0,0,202,300,0
89,2,0,0,0,0,0,0,202,300,0
89,3,0,0,0,0,0,0,202,300,0
90,0,0,0,0,0,0,0,202,300,0
90,1,0,0,0,0,0,0,202,300,0
90,2,0,0,0,0,0,0,202,300,0
90,3,0,0,0,0,0,0,202,300,0
91,0,0,0,0,0,0,0,202,300,0
91,1,0,0,0,0,0,0,202,300,0
91,2,0,0,0,0,0,0,202,300,0
91,3,0,0,0,0,0,0,202,300,0
92,0,0,0,0,0,0,0,202,300,0
92,1,0,0,0,0,0,0,202,300,0
92,2,0,0,0,0,0,0,202,300,0
92,3,0,0,0,0,0,0,202,300,0
93,0,0,0,0,0,0,0,202,300,0
93,1,0,0,0,0,0,0,202,300,0
93,2,0,0,0,0,0,0,202,300,0
93,3,0,0,0,0,0,0,202,300,0
94,0,0,0,0,0,0,0,202,300,0
94,1,0,0,0,0,0,0,202,300,0
94,2,0,0,0,0,0,0,202,300,0
94,3,0,0,0,0,0,0,202,300,0
95,0,0,0,0,0,0,0,202,300,0
95,1,0,0,0,0,0,0,202,300,0
95,2,0,0,0,0,0,0,202,300,0
95,3,0,0,0,0,0,0,202,300,0
96,0,0,0,0,0,0,0,202,300,0
96,1,0,0,0,0,0,0,202,300,0
96,2,0,0,0,0,0,0,202,300,0
96,3,0,0,0,0,0,0,202,300,0
97,0,0,0,0,0,0,0,202,300,0
97,1,0,0,0,0,0,0,202,300,0
97,2,0,0,0,0,0,0,202,300,0
97,3,0,0,0,0,0,0,202,300,0
98,0,0,0,0,0,0,0,202,300,0
98,1,0,0,0,0,0,0,202,300,0
98,2,0,0,0,0,0,0,202,300,0
98,3,0,0,0,0,0,0,202,300,0
99,0,0,0,0,0,0,0,202,300,0
99,1,0,0,0,0,0,0,202,300,0
99,2,0,0,0,0,0,0,202,300,0
99,3,0,0,0,0,0,0,202,300,0
100,0,0,0,0,0,0,0,202,300,0
100,1,0,0,0,0,0,0,202,300,0
100,2,0,0,0,0,0,0,202,300,0
100,3,0,0,0,0,0,0,202,300,0
101,0,0,0,0,0,0,0,202,300,0
101,1,0,0,0,0,0,0,202,300,0
101,2,0,0,0,0,0,0,202,300,0
101,3,0,0,0,0,0,0,202,300,0
102,0,0,0,0,0,0,0,202,300,0
102,1,0,0,0,0,0,0,202,300,0
102,2,0,0,0,0,0,0,202,300,0
102,3,0,0,0,0,0,0,202,300,0
103,0,0,0,0,0,0,0,202,300,0
103,1,0,0,0,0,0,0,202,300,0
103,2,0,0,0,0,0,0,202,300,0
103,3,0,0,0,0,0,0,202,300,0
104,0,0,0,0,0,0,0,202,300,0
104,1,0,0,0,0,0,0,202,300,0
104,2,0,0,0,0,0,0,202,300,0
104,3,0,0,0,0,0,0,202,300,0
105,0,0,0,0,0,0,0,202,300,0
105,1,0,0,0,0,0,0,202,300,0
105,2,0,0,0,0,0,0,202,300,0
105,3,0,0,0,0,0,0,202,300,0
106,0,0,0,0,0,0,0,202,300,0
106,1,0,0,0,0,0,0,202,300,0
106,2,0,0,0,0,0,0,202,300,0
106,3,0,0,0,0,0,0,202,300,0
107,0,0,0,0,0,0,0,202,300,0
107,1,0,0,0,0,0,0,202,300,0
107,2,0,0,0,0,0,0,202,300,0
107,3,0,0,0,0,0,0,202,300,0
108,0,0,0,0,0,0,0,202,300,0
108,1,0,0,0,0,0,0,202,300,0
108,2,0,0,0,0,0,0,202,300,0
108,3,0,0,0,0,0,0,202,300,0
109,0,0,0,0,0,0,0,202,300,0
109,1,0,0,0,0,0,0,202,300,0
109,2,0,0,0,0,0,0,202,300,0
109,3,0,0,0,0,0,0,202,300,0
110,0,0,0,0,0,0,0,202,300,0
110,1,0,0,0,0,0,0,202,300,0
110,2,0,0,0,0,0,0,202,300,0
110,3,0,0,0,0,0,0,202,300,0
111,0,0,0,0,0,0,0,202,300,0
111,1,0,0,0,0,0,0,202,300,0
111,2,0,0,0,0,0,0,202,300,0
111,3,0,0,0,0,0,0,202,300,0
112,0,0,0,0,0,0,0,202,300,0
112,1,0,0,0,0,0,0,202,300,0
112,2,0,0,0,0,0,0,202,300,0
112,3,0,0,0,0,0,0,202,300,0
113,0,0,0,0,0,0,0,202,300,0
113,1,0,0,0,0,0,0,202,300,0
113,2,0,0,0,0,0,0,202,300,0
113,3,0,0,0,0,0,0,202,300,0
114,0,0,0,0,0,0,0,202,300,0
114,1,0,0,0,0,0,0,202,300,0
114,2,0,0,0,0,0,0,202,300,0
114,3,0,0,0,0,0,0,202,300,0
115,0,0,0,0,0,0,0,202,300,0
115,1,0,0,0,0,0,0,202,300,0
115,2,0,0,0,0,0,0,202,300,0
115,3,0,0,0,0,0,0,202,300,0
116,0,0,0,0,0,0,0,202,300,0
116,1,0,0,0,0,0,0,202,300,0
116,2,0,0,0,0,0,0,202,300,0
116,3,0,0,0,0,0,0,202,300,0
117,0,0,0,0,0,0,0,202,300,0
117,1,0,0,0,0,0,0,202,300,0
117,2,0,0,0,0,0,0,202,300,0
117,3,0,0,0,0,0,0,202,300,0
118,0,0,0,0,0,0,0,202,300,0
118,1,0,0,0,0,0,0,202,300,0
118,2,0,0,0,0,0,0,202,300,0
118,3,0,0,0,0,0,0,202,300,0
119,0,0,0,0,0,0,0,202,300,0
119,1,0,0,0,0,0,0,202,300,0
119,2,0,0,0,0,0,0,202,300,0
119,3,0,0,0,0,0,0,202,300,0
120,0,0,0,0,0,0,0,202,300,0
120,1,0,0,0,0,0,0,202,300,0
120,2,0,0,0,0,0,0,202,300,0
120,3,0,0,0,0,0,0,202,300,0
121,0,0,0,0,0,0,0,202,300,0
121,1,0,0,0,0,0,0,202,300,0
121,2,0,0,0,0,0,0,202,300,0
121,3,0,0,0,0,0,0,202,300,0
122,0,0,0,0,0,0,0,202,300,0
122,1,0,0,0,0,0,0,202,300,0
122,2,0,0,0,0,0,0,202,300,0
122,3,0,0,0,0,0,0,202,300,0
123,0,0,0,0,0,0,0,202,300,0
123,1,0,0,0,0,0,0,202,300,0
123,2,0,0,0,0,0,0,202,300,0
123,3,0,0,0,0,0,0,202,300,0
124,0,0,0,0,0,0,0,202,300,0
124,1,0,0,0,0,0,0,202,300,0
124,2,0,0,0,0,0,0,202,300,0
124,3,0,0,0,0,0,0,202,300,0
125,0,0,0,0,0,0,0,202,300,0
125,1,0,0,0,0,0,0,202,300,0
125,2,0,0,0,0,0,0,202,300,0
125,3,0,0,0,0,0,0,202,300,0
126,0,0,0,0,0,0,0,202,300,0
126,1,0,0,0,0,0,0,202,300,0
126,2,0,0,0,0,0,0,202,300,0
126,3,0,0,0,0,0,0,202,300,0
127,0,0,0,0,0,0,0,202,300,0
127,1,0,0,0,0,0,0,202,300,0
127,2,0,0,0,0,0,0,202,300,0
127,3,0,0,0,0,0,0,202,300,0
128,0,0,0,0,0,0,0,202,300,0
128,1,0,0,0,0,0,0,202,300,0
128,2,0,0,0,0,0,0,202,300,0
128,3,0,0,0,0,0,0,202,300,0
129,0,0,0,0,0,0,0,202,300,0
129,1,0,0,0,0,0,0,202,300,0
129,2,0,0,0,0,0,0,202,300,0
129,3,0,0,0,0,0,0,202,300,0
130,0,0,0,0,0,0,0,202,300,0
130,1,0,0,0,0,0,0,202,300,0
130,2,0,0,0,0,0,0,202,300,0
130,3,0,0,0,0,0,0,202,300,0
131,0,0,0,0,0,0,0,202,300,0
131,1,0,0,0,0,0,0,202,300,0
131,2,0,0,0,0,0,0,202,300,0
131,3,0,0,0,0,0,0,202,300,0
132,0,0,0,0,0,0,0,202,300,0
132,1,0,0,0,0,0,0,202,300,0
132,2,0,0,0,0,0,0,202,300,0
132,3,0,0,0,0,0,0,202,300,0
133,0,0,0,0,0,0,0,202,300,0
133,1,0,0,0,0,0,0,202,300,0
133,2,0,0,0,0,0,0,202,300,0
133,3,0,0,0,0,0,0,202,300,0
134,0,0,0,0,0,0,0,202,300,0
134,1,0,0,0,0,0,0,202,300,0
134,2,0,0,0,0,0,0,202,300,0
134,3,0,0,0,0,0,0,202,300,0
135,0,0,0,0,0,0,0,202,300,0
135,1,0,0,0,0,0,0,202,300,0
135,2,0,0,0,0,0,0,202,300,0
135,3,0,0,0,0,0,0,202,300,0
136,0,0,0,0,0,0,0,202,300,0
136,1,0,0,0,0,0,0,202,300,0
136,2,0,0,0,0,0,0,202,300,0
136,3,0,0,0,0,0,0,202,300,0
137,0,0,0,0,0,0,0,202,300,0
137,1,0,0,0,0,0,0,202,300,0
137,2,0,0,0,0,0,0,202,300,0
137,3,0,0,0,0,0,0,202,300,0
138,0,0,0,0,0,0,0,202,300,0
138,1,0,0,0,0,0,0,202,300,0
138,2,0,0,0,0,0,0,202,300,0
138,3,0,0,0,0,0,0,202,300,0
139,0,0,0,0,0,0,0,202,300,0
139,1,0,0,0,0,0,0,202,300,0
139,2,0,0,0,0,0,0,202,300,0
139,3,0,0,0,0,0,0,202,300,0
140,0,0,0,0,0,0,0,202,300,0
140,1,0,0,0,0,0,0,202,300,0
140,2,0,0,0,0,0,0,202,300,0
140,3,0,0,0,0,0,0,202,300,0
141,0,0,0,0,0,0,0,202,300,0
141,1,0,0,0,0,0,0,202,300,0
141,2,0,0,0,0,0,0,202,300,0
141,3,0,0,0,0,0,0,202,300,0
142,0,0,0,0,0,0,0,202,300,0
142,1,0,0,0,0,0,0,202,300,0
142,2,0,0,0,0,0,0,202,300,0
142,3,0,0,0,0,0,0,202,300,0
143,0,0,0,0,0,0,0,202,300,0
143,1,0,0,0,0,0,0,202,300,0
143,2,0,0,0,0,0,0,202,300,0
143,3,0,0,0,0,0,0,202,300,0
144,0,0,0,0,0,0,0,202,300,0
144,1,0,0,0,0,0,0,202,300,0
144,2,0,0,0,0,0,0,202,300,0
144,3,0,0,0,0,0,0,202,300,0
145,0,0,0,0,0,0,0,202,300,0
145,1,0,0,0,0,0,0,202,300,0
145,2,0,0,0,0,0,0,202,300,0
145,3,0,0,0,0,0,0,202,300,0
146,0,0,0,0,0,0,0,202,300,0
146,1,0,0,0,0,0,0,202,300,0
146,2,0,0,0,0,0,0,202,300,0
146,3,0,0,0,0,0,0,202,300,0
147,0,0,0,0,0,0,0,202,300,0
147,1,0,0,0,0,0,0,202,300,0
147,2,0,0,0,0,0,0,202,300,0
147,3,0,0,0,0,0,0,202,300,0
148,0,0,0,0,0,0,0,202,300,0
148,1,0,0,0,0,0,0,202,300,0
148,2,0,0,0,0,0,0,202,300,0
148,3,0,0,0,0,0,0,202,300,0
149,0,0,0,0,0,0,0,202,300,0
149,1,0,0,0,0,0,0,202,300,0
149,2,0,0,0,0,0,0,202,300,0
149,3,0,0,0,0,0,0,202,300,0
150,0,0,0,0,0,0,0,202,300,0
150,1,0,0,0,0,0,0,202,300,0
150,2,0,0,0,0,0,0,202,300,0
150,3,0,0,0,0,0,0,202,300,0
151,0,0,0,0,0,0,0,202,300,0
151,1,0,0,0,0,0,0,202,300,0
151,2,0,0,0,0,0,0,202,300,0
151,3,0,0,0,0,0,0,202,300,0
152,0,0,0,0,0,0,0,202,300,0
152,1,0,0,0,0,0,0,202,300,0
152,2,0,0,0,0,0,0,202,300,0
152,3,0,0,0,0,0,0,202,300,0
153,0,0,0,0,0,0,0,202,300,0
153,1,0,0,0,0,0,0,202,300,0
153,2,0,0,0,0,0,0,202,300,0
153,3,0,0,0,0,0,0,202,300,0
154,0,0,0,0,0,0,0,202,300,0
154,1,0,0,0,0,0,0,202,300,0
154,2,0,0,0,0,0,0,202,300,0
154,3,0,0,0,0,0,0,202,300,0
155,0,0,0,0,0,0,0,202,300,0
155,1,0,0,0,0,0,0,202,300,0
155,2,0,0,0,0,0,0,202,300,0
155,3,0,0,0,0,0,0,202,300,0
156,0,0,0,0,0,0,0,202,300,0
156,1,0,0,0,0,0,0,202,300,0
